image_id,image_anger,image_disgust,image_fear,image_happiness,image_neutral,image_sadness,image_surprise
youtube1_frame_10000.jpg,0.041667353361845016,0.12350494414567947,0.14748328924179077,1.1638172509265132e-05,0.00018178221944253892,0.6218689680099487,0.06528206169605255
youtube1_frame_11000.jpg,0.22513291239738464,0.16073782742023468,0.3555728495121002,8.218667062465101e-06,0.0002527276228647679,0.16226734220981598,0.09602805227041245
youtube1_frame_11400.jpg,0.02505529671907425,0.29362952709198,0.21527832746505737,4.382535280456068e-06,0.0012152285780757666,0.43980252742767334,0.025014672428369522
youtube1_frame_11600.jpg,0.21920956671237946,0.0921674519777298,0.19343669712543488,4.2354258766863495e-05,0.0017986497841775417,0.3976307809352875,0.0957144945859909
youtube1_frame_11800.jpg,0.04996782913804054,0.3086780607700348,0.2966260015964508,5.38253880222328e-06,0.0006688684807159007,0.20049329102039337,0.14356058835983276
youtube1_frame_12600.jpg,0.023329168558120728,0.4171181619167328,0.14741571247577667,0.005018339492380619,4.22482771682553e-05,0.3906322121620178,0.016444195061922073
youtube1_frame_12800.jpg,0.050357967615127563,0.14151009917259216,0.24520927667617798,1.0844707958312938e-06,0.0002477570087648928,0.520534873008728,0.04213900491595268
youtube1_frame_13000.jpg,0.0003581487399060279,0.0002544306917116046,0.8696403503417969,6.554907372446905e-08,5.805349701404339e-06,0.0022279671393334866,0.12751318514347076
youtube1_frame_13200.jpg,0.1783575564622879,0.34930962324142456,0.16557011008262634,0.0003712835896294564,0.003255769843235612,0.11490371078252792,0.18823198974132538
youtube1_frame_13400.jpg,0.19264449179172516,0.12641099095344543,0.23967966437339783,1.1935178008570801e-05,0.000516797648742795,0.32621511816978455,0.11452104896306992
youtube1_frame_13600.jpg,0.06115969270467758,0.135715052485466,0.37509265542030334,6.675859185634181e-05,0.0006639218772761524,0.32607677578926086,0.10122521966695786
youtube1_frame_13800.jpg,0.11186599731445312,0.29371291399002075,0.08609361201524734,6.717554242641199e-06,0.00044281710870563984,0.489541232585907,0.018336694687604904
youtube1_frame_1400.jpg,0.2149680256843567,0.17008185386657715,0.35856714844703674,8.881992471287958e-06,0.0008498371462337673,0.07641388475894928,0.17911037802696228
youtube1_frame_14000.jpg,0.10358551889657974,0.3355671167373657,0.19358736276626587,9.270694863516837e-05,0.001862014876678586,0.15754106640815735,0.20776420831680298
youtube1_frame_14200.jpg,0.06692246347665787,0.20202791690826416,0.3394334316253662,3.198944341420429e-06,0.0008047382580116391,0.22922910749912262,0.16157913208007812
youtube1_frame_14600.jpg,0.07896671444177628,0.19965671002864838,0.38110464811325073,9.071316526387818e-06,0.0017746308585628867,0.15373997390270233,0.18474824726581573
youtube1_frame_14800.jpg,0.020924586802721024,0.06773800402879715,0.11832380294799805,7.191499662440037e-06,0.00019477817113511264,0.7579858303070068,0.034825704991817474
youtube1_frame_200.jpg,0.02920183539390564,0.04455552622675896,0.5434063673019409,3.536968051776057e-06,0.0006274744519032538,0.1935296207666397,0.188675656914711
youtube1_frame_2000.jpg,0.052676163613796234,0.07030332833528519,0.5084338784217834,7.828490197425708e-06,0.00031747977482154965,0.31706562638282776,0.0511956550180912
youtube1_frame_3200.jpg,0.06155501678586006,0.09005367010831833,0.3881198465824127,1.3585245142166968e-05,0.0014219108270481229,0.2571541965007782,0.20168179273605347
youtube1_frame_3600.jpg,0.20772531628608704,0.2305905818939209,0.31864896416664124,0.00013537085033021867,0.00037024306948296726,0.12040102481842041,0.122128427028656
youtube1_frame_3800.jpg,0.03543223440647125,0.11566735059022903,0.6702791452407837,0.0007443373906426132,2.9627028652612353e-06,0.0683833509683609,0.10949055850505829
youtube1_frame_400.jpg,0.16139362752437592,0.234543576836586,0.19830553233623505,0.0011450352612882853,0.0039232573471963406,0.14184246957302094,0.2588464915752411
youtube1_frame_6200.jpg,0.1602371782064438,0.13833947479724884,0.6095660924911499,0.002230278216302395,1.4005665434524417e-05,0.05458851531147957,0.035024482756853104
youtube1_frame_6600.jpg,0.16894641518592834,0.1343444436788559,0.3467094302177429,0.00015462808369193226,0.002026502275839448,0.1616974025964737,0.18612127006053925
youtube1_frame_7200.jpg,0.03109007328748703,0.4955673813819885,0.05085742101073265,1.7595679082660354e-06,3.646269396995194e-05,0.4167453348636627,0.0057015446946024895
youtube1_frame_7400.jpg,0.007697177119553089,0.17190814018249512,0.28531646728515625,3.0225546652218327e-05,0.0002845677372533828,0.4887663424015045,0.045997075736522675
youtube1_frame_7800.jpg,0.0010553431930020452,0.003058421891182661,0.8887182474136353,1.3634673905471573e-06,1.0897834727074951e-05,0.003310692962259054,0.10384509712457657
youtube1_frame_800.jpg,0.02305671013891697,0.07503402978181839,0.4254572093486786,2.108698708980228e-06,0.00031577833578921854,0.28392893075942993,0.19220516085624695
youtube1_frame_8400.jpg,0.05123066529631615,0.07963325083255768,0.5879551768302917,2.1646487766702194e-06,0.0005980199202895164,0.17665702104568481,0.10392367839813232
youtube1_frame_8600.jpg,0.06536783277988434,0.25597140192985535,0.2908119857311249,8.573042578063905e-06,0.0009705779375508428,0.3068602681159973,0.08000938594341278
youtube1_frame_8800.jpg,0.022499507293105125,0.03953547403216362,0.45925506949424744,0.0016949953278526664,0.00030958751449361444,0.09195278584957123,0.384752482175827
youtube1_frame_9000.jpg,0.0718676745891571,0.0686168372631073,0.294899046421051,0.00014605636533815414,0.00208437186665833,0.15401634573936462,0.40836966037750244
youtube1_frame_9400.jpg,0.14513151347637177,0.16464361548423767,0.20647676289081573,0.0009097958682104945,0.002177073620259762,0.16751770675182343,0.3131434917449951
youtube1_frame_9600.jpg,0.09588194638490677,0.15892156958580017,0.23321117460727692,3.1156039312918438e-06,0.0003881920129060745,0.4829034209251404,0.02869061753153801
youtube2_frame_10200.jpg,0.11566218733787537,0.6314250230789185,0.12432953715324402,1.835082184697967e-05,0.00036351248854771256,0.11370404064655304,0.014497320167720318
youtube2_frame_10450.jpg,0.12474142760038376,0.435886412858963,0.20948563516139984,3.6987268686061725e-05,0.0006478428258560598,0.18865899741649628,0.040542688220739365
youtube2_frame_10700.jpg,0.06204027682542801,0.7803403735160828,0.08137036114931107,2.5206933059962466e-05,0.00013440987095236778,0.06482457369565964,0.011264813132584095
youtube2_frame_10950.jpg,0.06999807804822922,0.4678943455219269,0.1806759089231491,3.328103412059136e-05,0.0001917875197250396,0.23145344853401184,0.04975305125117302
youtube2_frame_11200.jpg,0.03642706573009491,0.8066512942314148,0.1049143448472023,0.003846529172733426,2.353964418944088e-06,0.041186533868312836,0.006971943192183971
youtube2_frame_11450.jpg,0.04643552005290985,0.23060715198516846,0.5178585648536682,0.001269585802219808,0.0001727585040498525,0.07594262063503265,0.12771378457546234
youtube2_frame_11700.jpg,0.06685641407966614,0.08038709312677383,0.4494574964046478,0.00012960622552782297,0.0005020416574552655,0.1997951865196228,0.20287223160266876
youtube2_frame_1200.jpg,0.06169535592198372,0.21620787680149078,0.3123423755168915,4.849681499763392e-05,0.0005131892394274473,0.2520739436149597,0.15711873769760132
youtube2_frame_13200.jpg,0.03616313263773918,0.6385525465011597,0.17839695513248444,0.021821971982717514,3.308333907625638e-05,0.0827450230717659,0.04228729009628296
youtube2_frame_13450.jpg,0.08306195586919785,0.3161996603012085,0.424372136592865,8.473821253573988e-06,8.287600940093398e-05,0.09952327609062195,0.07675164937973022
youtube2_frame_13700.jpg,0.13945931196212769,0.26313960552215576,0.26540490984916687,1.0438129720569123e-05,0.00011864719272125512,0.2671982944011688,0.06466876715421677
youtube2_frame_13950.jpg,0.08557434380054474,0.5104310512542725,0.1801125407218933,2.0473089534789324e-05,0.0001588409359101206,0.1895100176334381,0.034192778170108795
youtube2_frame_14200.jpg,0.1273728758096695,0.19239915907382965,0.2162022590637207,4.001498018624261e-05,0.0005005231942050159,0.3465777039527893,0.11690748482942581
youtube2_frame_14450.jpg,0.08858191967010498,0.3546788692474365,0.17663532495498657,7.563310646219179e-06,0.0012733847834169865,0.32394081354141235,0.05488207936286926
youtube2_frame_1450.jpg,0.14431066811084747,0.3206741213798523,0.2654881477355957,8.696921440787264e-07,0.00040161344804801047,0.2133246213197708,0.0557999424636364
youtube2_frame_14700.jpg,0.06860829144716263,0.6888713240623474,0.15828976035118103,0.0016219784738495946,7.128022389224498e-06,0.06580693274736404,0.016794603317975998
youtube2_frame_15450.jpg,0.03244324028491974,0.4202136695384979,0.1730906218290329,0.0019740222487598658,0.0005845394334755838,0.32356134057044983,0.04813258722424507
youtube2_frame_15700.jpg,0.08444376289844513,0.3334851562976837,0.14243583381175995,0.000958621792960912,0.00013017439050599933,0.3813912868499756,0.05715518444776535
youtube2_frame_15950.jpg,0.08564558625221252,0.6193320751190186,0.05876203253865242,8.286507181765046e-06,0.00034631803282536566,0.22600212693214417,0.00990357343107462
youtube2_frame_16200.jpg,0.03746775910258293,0.2226754128932953,0.19749191403388977,0.00023764523211866617,0.00031967469840310514,0.44786155223846436,0.09394597262144089
youtube2_frame_16450.jpg,0.04143112152814865,0.532452404499054,0.10713808238506317,0.0003129951364826411,0.00031549588311463594,0.2771313190460205,0.04121864587068558
youtube2_frame_16700.jpg,0.043393488973379135,0.8694844841957092,0.04045230522751808,2.0936853616149165e-05,2.1903500964981504e-05,0.043935105204582214,0.002691767644137144
youtube2_frame_16950.jpg,0.047433946281671524,0.5749741792678833,0.10979443043470383,0.0005156387342140079,0.0002337808400625363,0.22796709835529327,0.039080873131752014
youtube2_frame_1700.jpg,0.15576376020908356,0.3306525647640228,0.2655332684516907,1.0452339665789623e-05,0.00044607860036194324,0.1825147122144699,0.06507910788059235
youtube2_frame_17200.jpg,0.02042602002620697,0.8378596305847168,0.06258305162191391,0.000206154421903193,0.0002630789822433144,0.06436607241630554,0.014295972883701324
youtube2_frame_17450.jpg,0.03325981646776199,0.16000798344612122,0.43662726879119873,0.0004124258121009916,0.00010246683814330027,0.22434058785438538,0.1452494114637375
youtube2_frame_17700.jpg,0.11732713878154755,0.22356295585632324,0.2578904628753662,0.0004836419248022139,0.00038197520188987255,0.2824140787124634,0.11793976277112961
youtube2_frame_17950.jpg,0.12104151397943497,0.2708299160003662,0.3508414924144745,9.126904478762299e-05,0.00039138650754466653,0.18614628911018372,0.0706581324338913
youtube2_frame_18200.jpg,0.10043022036552429,0.4851793944835663,0.18894702196121216,0.0001930993312271312,0.00012915159459225833,0.18611857295036316,0.03900248184800148
youtube2_frame_18450.jpg,0.08676652610301971,0.6090859174728394,0.12076294422149658,5.55902261112351e-05,0.00013578138896264136,0.158115416765213,0.025077762082219124
youtube2_frame_18700.jpg,0.07341305911540985,0.7042167782783508,0.06544508039951324,3.2036314223660156e-05,0.0001420141343260184,0.13960571587085724,0.01714523695409298
youtube2_frame_18950.jpg,0.05499837547540665,0.7396757006645203,0.06208913028240204,6.270604353630915e-05,0.00010942502558464184,0.1340489685535431,0.009015675634145737
youtube2_frame_19200.jpg,0.0643530935049057,0.5406422019004822,0.11244946718215942,0.00012714853801298887,0.00035250227665528655,0.23667672276496887,0.04539882019162178
youtube2_frame_19450.jpg,0.039570558816194534,0.8104628324508667,0.06255514174699783,8.547344623366371e-05,5.793861419078894e-05,0.07945838570594788,0.0078096394427120686
youtube2_frame_1950.jpg,0.09209949523210526,0.1167149469256401,0.41567519307136536,3.447734343353659e-05,0.0007320412551052868,0.1807803213596344,0.19396349787712097
youtube2_frame_19700.jpg,0.10252286493778229,0.49541205167770386,0.1449497789144516,0.0002803676761686802,0.00024703657254576683,0.21510981023311615,0.04147806763648987
youtube2_frame_19950.jpg,0.09209985285997391,0.4532916843891144,0.1526971310377121,0.0006643406813964248,0.00012518183211795986,0.24070516228675842,0.060416605323553085
youtube2_frame_200.jpg,0.13550522923469543,0.05392800644040108,0.33326759934425354,3.281889348727418e-06,0.0010733020026236773,0.36727166175842285,0.10895095020532608
youtube2_frame_20200.jpg,0.10192813724279404,0.6612575054168701,0.12678217887878418,5.2377254178281873e-05,0.00015747282304801047,0.08157556504011154,0.028246859088540077
youtube2_frame_20450.jpg,0.017469020560383797,0.481612890958786,0.21897342801094055,0.006102570332586765,5.495734149008058e-05,0.23484507203102112,0.040942028164863586
youtube2_frame_2200.jpg,0.06198490783572197,0.4281992018222809,0.19659404456615448,0.0007368673686869442,9.108807716984302e-05,0.21641786396503448,0.09597598761320114
youtube2_frame_2450.jpg,0.25425729155540466,0.12637126445770264,0.27160754799842834,2.8356075745250564e-06,0.0012746462598443031,0.27357834577560425,0.07290804386138916
youtube2_frame_2700.jpg,0.23756036162376404,0.10943730920553207,0.3426552712917328,1.5276906196959317e-05,0.0007378290756605566,0.18096818029880524,0.12862582504749298
youtube2_frame_2950.jpg,0.17868372797966003,0.38265863060951233,0.30616694688796997,0.0014790979912504554,0.000520425324793905,0.08097521215677261,0.04951595887541771
youtube2_frame_3200.jpg,0.19736793637275696,0.12107060849666595,0.3658425807952881,0.0001283154997508973,0.000294606143143028,0.21368056535720825,0.10161542147397995
youtube2_frame_3450.jpg,0.19321823120117188,0.18899323046207428,0.20034071803092957,5.087953104521148e-05,0.0010879996698349714,0.3270955979824066,0.08921336382627487
youtube2_frame_3700.jpg,0.10661245882511139,0.14256449043750763,0.2954379916191101,0.005879945587366819,0.002266787923872471,0.2986380457878113,0.14860022068023682
youtube2_frame_3950.jpg,0.18260560929775238,0.4138008952140808,0.21036091446876526,0.013142095878720284,0.00019974210590589792,0.15110091865062714,0.028789855539798737
youtube2_frame_4200.jpg,0.11096731573343277,0.5049432516098022,0.17865729331970215,0.0020106639713048935,0.00012788026651833206,0.16650435328483582,0.03678930550813675
youtube2_frame_4450.jpg,0.1726803481578827,0.15708526968955994,0.3613906800746918,0.00017559014668222517,0.0013037648750469089,0.11398403346538544,0.19338034093379974
youtube2_frame_450.jpg,0.056927576661109924,0.3267386257648468,0.35769325494766235,7.481685315724462e-06,0.00038107906584627926,0.1354958415031433,0.12275616079568863
youtube2_frame_4700.jpg,0.12818081676959991,0.19067011773586273,0.33127203583717346,4.192465348751284e-05,0.00047108784201554954,0.11952745914459229,0.2298366129398346
youtube2_frame_4950.jpg,0.2041586935520172,0.13985103368759155,0.2908153533935547,1.3177749679016415e-05,0.001300909323617816,0.21731123328208923,0.14654961228370667
youtube2_frame_5200.jpg,0.18655622005462646,0.4273773431777954,0.1570555567741394,0.00014096694940235466,0.001126672956161201,0.15825113654136658,0.06949206441640854
youtube2_frame_5450.jpg,0.27107396721839905,0.28528526425361633,0.14982084929943085,1.006749334919732e-05,0.001563921570777893,0.2143527716398239,0.07789314538240433
youtube2_frame_5700.jpg,0.1736522912979126,0.2701844274997711,0.3605746030807495,0.00031459893216378987,0.00022369183716364205,0.0883718878030777,0.10667849332094193
youtube2_frame_5950.jpg,0.17784005403518677,0.06301011145114899,0.45929184556007385,0.00012724519183393568,0.00037761146086268127,0.21360227465629578,0.08575086295604706
youtube2_frame_6200.jpg,0.2033967524766922,0.23213128745555878,0.19545578956604004,0.0031076224986463785,0.003183624241501093,0.22506453096866608,0.13766038417816162
youtube2_frame_6450.jpg,0.245901957154274,0.049596142023801804,0.37720987200737,8.16152441984741e-06,0.0006418352131731808,0.1528334617614746,0.17380861937999725
youtube2_frame_6700.jpg,0.20512425899505615,0.13743773102760315,0.2866078019142151,2.6708921723184176e-05,0.0015317208599299192,0.22365429997444153,0.1456175148487091
youtube2_frame_6950.jpg,0.09996411204338074,0.3166286051273346,0.16082978248596191,0.00043723994167521596,0.0003262246900703758,0.38701385259628296,0.034800220280885696
youtube2_frame_700.jpg,0.09838252514600754,0.38376694917678833,0.24077431857585907,0.00011006504792021587,0.0009300436940975487,0.17978979647159576,0.09624625742435455
youtube2_frame_7200.jpg,0.19881966710090637,0.40988412499427795,0.23305445909500122,0.011769893579185009,5.877267540199682e-05,0.0954756811261177,0.050937335938215256
youtube2_frame_7450.jpg,0.20545527338981628,0.11252886801958084,0.26716703176498413,0.00033783912658691406,0.0077933697029948235,0.21074749529361725,0.19597014784812927
youtube2_frame_7700.jpg,0.29280051589012146,0.15642149746418,0.30594056844711304,0.0004298824060242623,0.0007617489318363369,0.17724984884262085,0.06639590114355087
youtube2_frame_7950.jpg,0.18295980989933014,0.08826100826263428,0.2936251163482666,0.000127488310681656,0.001885342295281589,0.2386033684015274,0.19453787803649902
youtube2_frame_8200.jpg,0.17598390579223633,0.31524085998535156,0.2830944061279297,0.007262503262609243,0.00011654921399895102,0.15545545518398285,0.06284630298614502
youtube2_frame_8450.jpg,0.1439771205186844,0.1652417927980423,0.3096275329589844,6.940637103980407e-05,0.001323441625572741,0.13322420418262482,0.24653644859790802
youtube2_frame_8700.jpg,0.14656871557235718,0.13263165950775146,0.2603190541267395,0.00011957786045968533,0.001446811482310295,0.16814640164375305,0.29076772928237915
youtube2_frame_8950.jpg,0.16042077541351318,0.14493240416049957,0.24525848031044006,0.0003166041278745979,0.0009097226429730654,0.16546018421649933,0.28270187973976135
youtube2_frame_9200.jpg,0.14621450006961823,0.13721181452274323,0.20189495384693146,0.0005534402444027364,0.002280114684253931,0.1676851361989975,0.3441600203514099
youtube2_frame_9450.jpg,0.07577873766422272,0.10093927383422852,0.3462276756763458,4.633842036128044e-05,0.0009977235458791256,0.16788414120674133,0.3081261217594147
youtube2_frame_950.jpg,0.09903401881456375,0.2976982891559601,0.3788779079914093,1.4553467735822778e-05,9.453001257497817e-05,0.1536751240491867,0.0706055536866188
youtube2_frame_9700.jpg,0.19090670347213745,0.18568649888038635,0.2357882410287857,0.0003245690604671836,0.00131154153496027,0.15591919422149658,0.2300633043050766
youtube2_frame_9950.jpg,0.1573202759027481,0.33498111367225647,0.25934046506881714,0.001339060254395008,0.0004148934967815876,0.0929284393787384,0.15367570519447327
youtube3_frame_10200.jpg,0.06510429829359055,0.26629355549812317,0.43291810154914856,0.002733080182224512,0.00010371732787461951,0.15936093032360077,0.07348628342151642
youtube3_frame_10450.jpg,0.05762474611401558,0.24091432988643646,0.36251184344291687,0.00023178495757747442,0.00032836137688718736,0.1813168078660965,0.15707220137119293
youtube3_frame_10700.jpg,0.027722161263227463,0.12232360243797302,0.39402684569358826,7.87961544119753e-05,0.00010191788896918297,0.0747644230723381,0.38098224997520447
youtube3_frame_10950.jpg,0.11419446021318436,0.19970475137233734,0.24725760519504547,0.00032466286211274564,0.001142724766395986,0.2294241189956665,0.20795170962810516
youtube3_frame_11200.jpg,0.20318466424942017,0.5023307800292969,0.22773167490959167,0.0007199561805464327,0.0001821282203309238,0.03612951934337616,0.029721228405833244
youtube3_frame_11450.jpg,0.15738163888454437,0.41446593403816223,0.1959855854511261,3.7791571230627596e-05,0.0013211080804467201,0.17130571603775024,0.059502292424440384
youtube3_frame_11700.jpg,0.15886935591697693,0.4366500973701477,0.09176469594240189,5.1471786719048396e-05,0.0007102188537828624,0.2584840953350067,0.053470078855752945
youtube3_frame_11950.jpg,0.08592981845140457,0.2571239173412323,0.41971075534820557,0.0009974035201594234,0.00021279278735164553,0.08094591647386551,0.1550794392824173
youtube3_frame_1200.jpg,0.32297343015670776,0.24327068030834198,0.3059716820716858,0.0004857050080318004,0.0001895435998449102,0.08120420575141907,0.04590475186705589
youtube3_frame_12200.jpg,0.08350563049316406,0.40544259548187256,0.28075623512268066,0.006034567020833492,0.0001407771196682006,0.1662360578775406,0.05788416415452957
youtube3_frame_12450.jpg,0.035718802362680435,0.09783252328634262,0.5685787200927734,9.014448733069003e-05,4.5356297050602734e-05,0.12383843213319778,0.17389604449272156
youtube3_frame_12700.jpg,0.10335533320903778,0.32065752148628235,0.2377333641052246,0.0006439890130423009,0.0008396953344345093,0.2326982319355011,0.10407186299562454
youtube3_frame_12950.jpg,0.011236578226089478,0.06406863033771515,0.66089928150177,3.04853110719705e-05,0.00011602372978813946,0.017589692026376724,0.2460593283176422
youtube3_frame_1450.jpg,0.09732343256473541,0.35188961029052734,0.4445244371891022,0.003902034368366003,5.1820599765051156e-05,0.05785026773810387,0.04445846378803253
